	artist_name	track_name	id	danceability	energy	loudness	mode	speechiness	instrumentalness	liveness	valence	tempo
6538	Gary Allan	Nothing On But The Radio	3SRuODYNV4j2ckkJ9Samju	0.679	0.736	-5.954	1	0.026	9.25e-06	0.139	0.664	109.444
6539	Jelly Roll	Son Of A Sinner	25VQoiuyc0HkC5FQTj1a8G	0.365	0.541	-7.489	1	0.0304	2.25e-06	0.281	0.329	86.041
6540	Brantley Gilbert	The Weekend	48tAdjG4ng2JfECa7OQujk	0.511	0.812	-4.763	0	0.0464	1.64e-06	0.0829	0.692	81.992
6541	Carrie Underwood	Cowboy Casanova	6OqdF0vHI9xkqswI7EK0cD	0.597	0.82	-2.529	1	0.0582	0.0	0.119	0.576	119.969
6542	Granger Smith	Backroad Song	6naYpFIKihKbGg6lGxpveI	0.488	0.833	-6.571	1	0.0437	0.0172	0.34	0.751	174.006
6543	Walker Hayes	Fancy Like (feat. Kesha)	2GgqnsIe9oNOfXN4YCI2eo	0.637	0.795	-6.054	1	0.072	0.0	0.266	0.808	80.052
6544	Gordon Lightfoot	Sundown	0SjnBEHZVXgCKvOrpvzL2k	0.794	0.427	-15.492	1	0.029	1.04e-05	0.0703	0.751	105.732
6545	Muscadine Bloodline	Put Me in My Place	4CEEBr79p52p9U7mkBfzUy	0.671	0.427	-11.344	1	0.0811	3.86e-06	0.141	0.407	104.886
6546	Lady A	Just A Kiss	2OXidlnDThZR3zf36k6DVL	0.593	0.639	-5.826	1	0.0307	0.0	0.0998	0.332	142.881
6547	HIXTAPE	He Went To Jared (HARDY feat. Morgan Wallen)	65IHmBagtQrYRcJd8a47zv	0.565	0.806	-5.11	0	0.0482	7.73e-06	0.204	0.683	140.084
6548	Luke Combs	Refrigerator Door	3bfuN2UbSYYqCLG3cdweGf	0.459	0.864	-4.397	1	0.059	3.36e-06	0.314	0.623	74.867
6549	Muscadine Bloodline	Pieces	73rxH6rYJQZtwfjKNb4mwZ	0.49	0.261	-11.495	1	0.042	0.0	0.106	0.47	123.85
6550	Josh Abbott Band	The Luckiest	5PnTXkJ5T5yknzaUHxtaOs	0.533	0.7	-4.594	1	0.0311	8.82e-05	0.114	0.507	87.081
6551	Brooks & Dunn	Brand New Man	75QTZG8XFYKb0HQIwgCzNE	0.641	0.762	-4.355	1	0.0451	1.26e-06	0.101	0.647	127.514
6552	Zach Bryan	Hell or Highwater - Live	3y8HeC82z6JzIcnLEj0GcO	0.485	0.32	-11.761	1	0.0304	9.54e-06	0.0819	0.455	78.797
6553	Trace Adkins	Ladies Love Country Boys	13Oda4GsHXzRAfquxWkrzA	0.661	0.959	-4.439	1	0.0408	1.74e-05	0.381	0.96	116.284
6554	Thomas Rhett	Get Me Some Of That	4O1CExxinEpKZi3861NlTK	0.549	0.866	-5.306	1	0.0476	0.0	0.25	0.767	87.964
6555	Brett Eldredge	Don't Ya	3Qe097eJNp9MfpT2PieEw0	0.537	0.693	-5.256	1	0.0847	0.0	0.146	0.581	176.004
6556	Phil Vassar	Just Another Day In Paradise	4LlNoNZflek4hZyZigCxpW	0.596	0.706	-5.562	1	0.0261	0.0	0.36	0.705	146.095
6557	Jelly Roll	Same Asshole	1b4KQGFYbRqRe2Bx818Kqb	0.702	0.741	-6.987	1	0.104	0.0	0.0645	0.468	152.021
6558	Randy Travis	Three Wooden Crosses	1S4fpfX2u0hzFD9vb6FEB6	0.523	0.501	-9.276	1	0.0366	0.0	0.0818	0.391	158.179
6559	Justin Moore	The Ones That Didn’t Make It Back Home	6Vmb8Ru0BvjWGozOVGApRd	0.537	0.784	-4.869	1	0.034	0.0	0.224	0.468	137.995
6560	Brett Young	Here Tonight	38nVuIj9mi5a8oopOJhSJk	0.517	0.776	-5.271	1	0.0362	0.0	0.113	0.448	96.002
6561	Luke Combs	What You See Is What You Get	273TiTHLlHSRe5zrzs7wvD	0.593	0.805	-4.892	1	0.0347	0.0	0.226	0.848	103.949
6562	Luke Bryan	Crash My Party	6GBUsjHfZuweYf5lQEz6mP	0.526	0.816	-4.009	1	0.0421	0.0	0.22	0.414	144.032
6563	Maren Morris	GIRL	0pGXe7umwkcCm01Ipoxp0U	0.44	0.793	-3.95	1	0.0501	0.0	0.0788	0.447	143.603
6564	Brad Paisley	Then	3XKbdb9GB6u3hsnUklQTav	0.493	0.643	-5.19	1	0.0299	2.43e-05	0.209	0.3	144.704
6565	Whiskey Myers	Bury My Bones	72geHhNU5UA2hU1QgUzXdE	0.529	0.656	-5.035	1	0.0309	1.66e-05	0.141	0.532	128.111
6566	Blake Shelton	Come Back As A Country Boy	5EDtmgwR1lDmDGLZraNpJg	0.487	0.796	-3.9	0	0.0339	0.000192	0.327	0.44	76.037
6567	Carrie Underwood	Good Girl	20DfkHC5grnKNJCzZQB6KC	0.617	0.839	-2.849	0	0.0655	0.0	0.19	0.741	128.91
6568	Morgan Wallen	Man of the South	2S1YzIHFyLxLop7XCdYrTp	0.413	0.889	-3.924	1	0.0503	0.0	0.348	0.602	177.973
6569	Kameron Marlowe	Giving You Up - Acoustic	5NIGKX5at9iO87OyOHmoiV	0.683	0.351	-6.179	1	0.0273	0.0	0.0949	0.489	133.554
6570	The Band Of Heathens	Hurricane	3s5NrHgyTkuinl0TgHCHeK	0.362	0.421	-8.824	1	0.0437	0.0	0.0971	0.356	64.763
6571	Eli Young Band	Saltwater Gospel	3wlZNYZnhINy3xgQOuUhwO	0.686	0.619	-7.358	1	0.0367	2.23e-05	0.113	0.641	114.036
6572	Alan Jackson	Good Time	6lyKOW0FNW6aAZdKVgoM8m	0.652	0.767	-10.445	1	0.0372	6.92e-06	0.397	0.73	132.017
6573	Sammy Kershaw	Queen Of My Double Wide Trailer	3Wz9Fm9ZyhpaRGxMlSR5G4	0.605	0.702	-9.621	1	0.0325	0.0	0.0228	0.734	144.266
6574	Cody Johnson	Half a Song	4EETgKkkLxXrsrc0q50K1P	0.646	0.702	-6.482	1	0.0248	3.21e-06	0.101	0.672	98.956
6575	Morgan Wallen	Had Me By Halftime	3xca35T5BVLg4ePuVzc7wW	0.49	0.889	-2.94	1	0.0363	0.0	0.168	0.672	144.089
6576	Waylon Jennings	Luckenbach, Texas (Back to the Basics of Love)	4WScDSwAa9m48pgHugVkCo	0.694	0.46	-9.863	1	0.0322	0.00437	0.236	0.66	102.935
6577	Zach Bryan	Come as You Are	3j611OSMDlz3IYsJNGj0BY	0.602	0.19	-7.236	1	0.0346	0.0	0.0986	0.482	81.538
6578	Ingrid Andress	Lady Like	7c3Y6INQrmNXDAOquinyw4	0.54	0.586	-5.832	1	0.0329	0.0	0.0921	0.14	94.961
6579	Roger Miller	King Of The Road	3XG7bMVcMWLIn2k9jLAaAt	0.67	0.272	-13.699	1	0.0704	0.0	0.178	0.613	117.996
6580	Johnny Cash	I Walk the Line	7hxZF4jETnE5Q75rKQnMjE	0.713	0.258	-14.59	1	0.0384	0.00606	0.0967	0.56	98.805
6581	Old Dominion	Song for Another Time	7px4t7HGiuMUvFkEOpZEwp	0.498	0.804	-3.995	1	0.0332	0.0	0.167	0.697	166.054
6582	George Strait	Ocean Front Property	4G9eIyEcVwLoG7kYNFpSII	0.656	0.326	-15.756	1	0.0283	0.0	0.25	0.787	78.298
6583	Koe Wetzel	Honey Pain	19SJLJ1Gy0xSVg44GQakNf	0.641	0.224	-13.081	1	0.0387	4.55e-06	0.0991	0.177	132.915
6584	Randy Houser	Boots On	7K4VxvIXXbDbaVn6ARbch1	0.713	0.887	-4.564	1	0.0322	1.79e-05	0.273	0.88	112.016
6585	Tim McGraw	It's Your Love	503sFkc8Y2eyGnM6cu8kHm	0.474	0.528	-8.588	1	0.0276	0.0	0.109	0.364	144.366
6586	Kenny Chesney	The Good Stuff	1sR3kJi14jA8Gau3a0yXAo	0.612	0.62	-9.785	1	0.0645	0.0	0.129	0.502	143.78
6587	Dierks Bentley	I Hold On	01e8dGbulrphX8j3fZDQYk	0.614	0.715	-6.451	1	0.0445	0.000316	0.102	0.231	117.956
6588	Mitch Rossell	Ran into You	33V8ZNvopdCm8BsEKzGXgM	0.648	0.601	-6.092	1	0.0264	0.0	0.208	0.36	129.896
6589	Zac Brown Band	Highway 20 Ride	1XdlLIfwryo38EZ7OzdoEG	0.531	0.403	-7.195	1	0.0338	1.38e-05	0.105	0.431	76.125
6590	Martina McBride	This One's for the Girls	01CnYyPXMFRzOFVQBU8WMb	0.613	0.801	-4.431	1	0.0354	1.15e-05	0.124	0.609	126.966
6591	The Band Perry	Better Dig Two	3z0a8G407NbxfjTRffvQiP	0.64	0.669	-5.17	1	0.0519	0.0	0.0779	0.646	155.844
6592	Little Big Town	Day Drinking	1pxXqJZBrCREdC0s4Xs6Xz	0.591	0.959	-2.515	1	0.057	0.0	0.779	0.86	163.883
6593	Morgan Wallen	Country A$$ Shit	2Q6NVIPwqtosYBXQ0C00d0	0.619	0.927	-3.765	1	0.0346	0.0	0.138	0.928	137.975
6594	The Charlie Daniels Band	Long Haired Country Boy	5pihM63Tj50g1XjLxq0iU8	0.588	0.58	-11.648	1	0.0275	3.74e-06	0.2	0.774	145.37
6595	Upchurch	Rolling Stoned	2TLz1ezRkzKgMfRQWZZCun	0.738	0.518	-11.855	1	0.0752	0.0	0.245	0.205	143.926
6596	Mark Chesnutt	I Don't Need Your Rockin' Chair - Version w/special guests	3nKLfeoq3YedJIZqvRW3Qz	0.68	0.589	-10.01	1	0.0247	0.0	0.378	0.696	93.865
6597	Hosier	Country Boy Style (feat. Marquiese McClendon)	2jE6pSJFHKdal8C0Cfglw9	0.63	0.768	-6.631	1	0.0816	0.0	0.148	0.312	139.806
6598	Morgan Wallen	Yin Yang Girl	1jYHeWuwdAcaI7D97GTxF2	0.528	0.904	-4.939	1	0.0387	0.0	0.0424	0.757	170.048
6599	Tyler Rich	Better Than You’re Used To	7stizS5H8h8ABU390mkhZC	0.586	0.817	-5.352	1	0.0621	0.0	0.319	0.593	143.949
6600	Alabama	Mountain Music	7BjmEKAVTnJNkRNaUzBy2K	0.467	0.526	-9.982	1	0.0433	0.0	0.124	0.753	109.555
6601	Luke Combs	Moon Over Mexico	2h4fQzNmlhTrqJmwpGus0N	0.493	0.772	-5.875	1	0.0452	3.2e-06	0.107	0.472	140.996
6602	Joe Nichols	Sunny and 75	1rGLPyb4LMojT4wpxiZTp8	0.531	0.893	-4.422	1	0.055	1.01e-06	0.101	0.323	120.045
6603	Lee Brice	I Drive Your Truck	6aPc6SSWgTsiXrrUpJCPlj	0.51	0.649	-6.215	1	0.0348	0.00206	0.119	0.118	141.963
6604	George Strait	Every Little Honky Tonk Bar	1OfEfwXp9IKC5qRTtiGUWg	0.66	0.83	-5.099	1	0.029	0.0	0.141	0.856	122.079
6605	Blake Shelton	A Guy with a Girl	5sjIhQzNljMVrDklI91ezp	0.552	0.893	-4.593	1	0.0383	0.0	0.105	0.777	163.948
6606	Riley Green	Bury Me In Dixie	7KFbFqfBxqRtSSwkA874iv	0.686	0.248	-9.026	1	0.0392	0.0	0.0859	0.594	83.485
6607	Rodney Atkins	These Are My People	5jFid6SUnYqohvNvNuZvIz	0.558	0.896	-3.687	1	0.0545	0.0	0.528	0.63	90.064
6608	Morgan Wallen	Rednecks, Red Letters, Red Dirt	5D7PM5yNiHKnU85Y055vvb	0.554	0.752	-4.286	1	0.0249	1.4e-06	0.122	0.616	140.042
6609	Luke Combs	The Great Divide	3q3lSbfT5BnQlIvGwahgAD	0.671	0.686	-8.269	0	0.0271	2.24e-06	0.283	0.547	111.007
6610	Carrie Underwood	Southbound	7qXPZxXn6Xmv1sjh03skiW	0.614	0.884	-4.019	1	0.0402	0.0	0.077	0.721	100.531
6611	Tim McGraw	Shotgun Rider	3LbvNFkqDTrE1liGMmZBDL	0.468	0.904	-4.574	1	0.0494	3.89e-06	0.165	0.7	167.998
6612	Kenny Chesney	No Shoes, No Shirt, No Problems	208bYsadJ56km31IENM2qS	0.719	0.546	-10.239	1	0.032	0.00844	0.181	0.669	117.925
6613	Danielle Bradbery	Sway	6EUDUDQP5ynE3g5SWCA8sc	0.7	0.706	-5.479	1	0.0265	0.0	0.366	0.648	97.028
6614	Zac Brown Band	Keep Me in Mind	7B2ETOSXeXPfWQl4gLjcat	0.684	0.715	-6.132	1	0.0336	0.0	0.181	0.564	96.018
6615	Kenny Chesney	How Forever Feels	2HmMklpgK8vGCpJmPpz1yG	0.723	0.674	-7.427	1	0.0297	1.83e-05	0.279	0.61	124.9
6616	Blake Shelton	I'll Name the Dogs	609qKv3KPAbdtp0LQH2buA	0.348	0.87	-5.86	1	0.137	4.4e-06	0.202	0.763	83.392
6617	Zach Bryan	Quiet, Heavy Dreams	3JGqdP88wrRe9QEVCDHQv9	0.639	0.135	-8.922	1	0.0389	0.0	0.102	0.212	84.493
6618	Dan + Shay	Good Things	6kTk6AOcnPguvs1nQ4vUWZ	0.529	0.621	-6.018	1	0.0296	0.0	0.173	0.617	97.189
6619	Luke Combs	The Other Guy	0jcZ1uIHmvh6Is9T6hXOUk	0.567	0.726	-4.705	1	0.0309	0.0	0.12	0.319	141.92
6620	Kelsea Ballerini	hole in the bottle (with Shania Twain)	2bV4NwncWMnVvcWyU2yxwB	0.565	0.837	-4.607	1	0.119	0.0	0.37	0.775	105.067
6621	Carly Pearce	Every Little Thing	2wxfu24GQpEZQrjDJm5Ac1	0.636	0.428	-6.512	1	0.0375	1.02e-05	0.0907	0.32	139.919
6622	Jake Owen	American Country Love Song	0O1x2tRm8ZpfDbcpOWZp7z	0.529	0.891	-4.36	1	0.043	0.0	0.0942	0.329	104.031
6623	Chase Matthew	We Had It Good	7HQIudswhHicyidL1V4iiO	0.583	0.81	-7.416	0	0.0328	1.12e-06	0.0874	0.34	119.999
6624	Brett Young	You Didn’t	5Jwcv2Le3Klwgrgyqa12ZA	0.623	0.466	-7.6	1	0.0265	1.45e-06	0.0996	0.272	81.98
6625	Chase Rice	Ride	2Dp0QLXSfuGr5XVlLwzXLk	0.666	0.721	-6.347	1	0.0318	0.0	0.122	0.342	115.039
6626	George Strait	It Just Comes Natural	2DmBuFsXx1Pd5FHrMF8PD8	0.405	0.775	-2.907	1	0.0335	0.0	0.211	0.422	200.389
6627	Darius Rucker	It Won't Be Like This For Long	4gzeYkzuzxuzAUTsGcdjqA	0.584	0.524	-6.001	1	0.0287	0.0	0.11	0.389	143.863
6628	Seaforth	Breakups	77Bt2DXJE1R1qsnm4D10Ox	0.531	0.552	-5.945	1	0.0309	0.0	0.0786	0.328	74.931
6629	Jameson Rodgers	Some Girls	54eUv9Q3D9MZuOGS5PSflp	0.429	0.831	-5.108	1	0.0473	0.0	0.312	0.348	167.984
6630	Chris Janson	Drunk Girl	1kFBLqkTuNKlspkJ1EOGjN	0.485	0.306	-8.431	1	0.0409	0.0	0.122	0.224	203.729
6631	Johnny Cash	I've Been Everywhere	59J3FhCGYl18G3ouDReUge	0.731	0.779	-5.884	0	0.0658	1.74e-06	0.312	0.817	112.2
6632	Sugarland	Babe	7fRruZ12gXGwBs0zXQ6e5V	0.535	0.777	-3.292	1	0.207	1.62e-06	0.136	0.664	171.72
6633	Dylan Scott	Hooked	3DV49ruvI5Sl6iisPZAc2c	0.597	0.721	-6.422	1	0.0356	0.0	0.0832	0.437	132.054
6634	LOCASH	I Love This Life	21jkhW2773dELgTMRJcMfI	0.586	0.927	-3.014	1	0.0547	7.24e-06	0.153	0.549	111.977
6635	The Judds	Why Not Me	6BkK5Dsu1kTne7Cn6EyYex	0.732	0.667	-9.278	1	0.0278	4.07e-06	0.0524	0.727	125.6
6636	Keith Urban	Cop Car	5vCgOg9VqRaAUbnflCO6P3	0.538	0.664	-6.318	1	0.0392	0.0	0.0918	0.366	154.033
6637	Shane Smith & the Saints	All I See Is You	46fHLVEQBcyC8VjnmdDF3q	0.391	0.789	-6.166	1	0.0436	9.95e-06	0.143	0.338	126.544
6638	Darius Rucker	Come Back Song	4sHOAALFZiNa4wukjPSBpq	0.516	0.745	-5.674	1	0.0381	0.0	0.114	0.77	177.781
6639	Lauren Alaina	Ladies In The '90s	4Whem9s6OoP7yFT60m2tU9	0.644	0.882	-3.146	1	0.0643	0.0	0.34	0.55	99.861
6640	Kacey Musgraves	Merry Go 'Round	5UDqWOgDdixYMAgAyNbpgh	0.651	0.466	-9.403	1	0.0305	0.0027	0.116	0.326	86.953
6641	Florida Georgia Line	Stay	3grPZ1iQg2tEdh0ZCh3HTt	0.494	0.936	-2.989	1	0.0418	0.0	0.148	0.582	141.939
6642	Thomas Rhett	Half Of Me	11kskoMyNDumaR30CI6rRv	0.575	0.842	-5.058	1	0.0348	0.0	0.279	0.665	111.995
6643	Aaron Lewis	Northern Redneck	46ReZjLTWpWQo6U7g3m2Qg	0.616	0.756	-5.52	1	0.0273	0.0	0.358	0.609	78.944
6644	Clay Walker	If I Could Make a Living	7njoWVpJbAiTkyT6rKwbze	0.599	0.75	-6.767	1	0.0319	0.0	0.314	0.909	156.002
6645	Florida Georgia Line	Blessings	7dnDBbHKyJNFXoeVwO8KBY	0.466	0.672	-5.926	1	0.036	0.0	0.0858	0.334	89.081
6646	Brett Eldredge	Drunk on Your Love	1jNNHFZmRGXZFHlil5uhei	0.443	0.831	-5.606	1	0.0616	0.0	0.204	0.588	182.064
6647	Alan Jackson	Don't Rock the Jukebox	3oyByfBYegVEDwYyqx9pRd	0.641	0.637	-10.92	1	0.0262	0.000138	0.267	0.793	147.502
6648	John Denver	Rocky Mountain High	1ne9wOtDF2jM6Cm8WBkaER	0.455	0.437	-11.411	1	0.0278	0.0	0.501	0.724	81.396
6649	Zach Bryan	Loom	46dUiDTF3xDchz5lZ3T36s	0.614	0.218	-15.13	1	0.0652	0.00022	0.337	0.521	114.349
6650	Upchurch	Hey Boy, Hey Girl	47f6eZgviwSZciXGv2iWYg	0.661	0.516	-11.207	1	0.0425	0.0	0.0998	0.333	140.077
6651	Russell Dickerson	It's About Time (feat. Florida Georgia Line)	5ycEpZQumS0oXR46E7tBWM	0.765	0.92	-4.362	1	0.0984	0.0	0.618	0.799	121.011
6652	Justin Moore	If Heaven Wasn't So Far Away	0aW7CSfoMBKBzLE7VerHyn	0.374	0.657	-6.086	1	0.0325	0.0	0.219	0.376	74.234
6653	Jason Aldean	The Only Way I Know (with Luke Bryan and Eric Church)	0h3DPHckCUqcWswjVMvdE9	0.511	0.798	-4.314	1	0.0498	6.51e-06	0.184	0.607	183.303
6654	Loggins & Messina	Danny's Song	0ju1jP0cSPJ8tmojYBEI89	0.505	0.258	-12.193	0	0.0297	0.0	0.12	0.641	141.003
6655	Blake Shelton	Minimum Wage	0Lavu1rppGgXfiK27cAMyU	0.551	0.941	-3.793	1	0.0683	0.0	0.066	0.744	90.039
6656	Russell Dickerson	Love You Like I Used To	1D7cfiC5mxqHfTCcOiRBej	0.501	0.788	-4.624	1	0.0415	0.0	0.137	0.61	152.047
6657	Toby Keith	Made in America	7Lmwj2fe8MpGXypOuLGO2C	0.497	0.701	-5.996	1	0.0306	0.0	0.103	0.376	172.126
6658	Chase Rice	Ready Set Roll	1pbjOhmFwYC09EYU5EwB5L	0.513	0.803	-4.45	1	0.0777	0.0	0.667	0.746	156.038
6659	Chris Stapleton	A Simple Song	1XXl9pl7ObojHbyJetY75n	0.611	0.198	-16.525	1	0.0285	0.000432	0.109	0.412	77.301
6660	Joe Diffie	Pickup Man	60w5eL1G4Or7LlTSrR5r8a	0.713	0.692	-8.554	1	0.0365	0.0	0.271	0.884	140.561
6661	Tracy Byrd	I'm From The Country - Single Version	5Lwc3DTWzX6JaW2x2PZezt	0.687	0.898	-3.93	1	0.042	0.0	0.284	0.952	129.542
6662	Bad Bunny	Moscow Mule	6Xom58OOXk2SoU711L2IXO	0.804	0.674	-5.453	0	0.0333	1.18e-06	0.115	0.292	99.968
6663	Bad Bunny	Tití Me Preguntó	1IHWl5LamUGEuP4ozKQSXZ	0.65	0.715	-5.198	0	0.253	0.000291	0.126	0.187	106.672
6664	Bad Bunny	Me Porto Bonito	6Sq7ltF9Qa7SNFBsV5Cogx	0.911	0.712	-5.105	0	0.0817	2.68e-05	0.0933	0.425	92.005
6665	Bad Bunny	Después de la Playa	1dm6z1fWB0cErMszU25dy2	0.564	0.903	-3.221	1	0.307	0.0	0.175	0.607	78.293
6666	Bad Bunny	Party	4tYFy8ALRjIZvnvSLw5lxN	0.829	0.799	-5.389	1	0.0897	0.000543	0.242	0.471	97.013
6667	Bad Bunny	Tarot	41oY4WCTj5kccfesTVFnvN	0.795	0.684	-3.971	0	0.0419	0.0	0.658	0.419	114.011
6668	Bad Bunny	Un Ratito	5CzixCxDkRXX9mScCmah8O	0.787	0.546	-7.094	0	0.0532	4.55e-05	0.122	0.222	93.05
6669	Bad Bunny	Yo No Soy Celoso	5kVZxyMY1gfdCLiChsfjn1	0.872	0.588	-6.276	1	0.0492	0.0	0.17	0.93	142.004
6670	Bad Bunny	Ojitos Lindos	3k3NWokhRRkEPhCzPmV8TW	0.647	0.686	-5.745	0	0.0413	1.34e-06	0.528	0.268	79.928
6671	Bad Bunny	Neverita	31i56LZnwE6uSu3exoHjtB	0.876	0.498	-7.511	1	0.0478	0.0	0.143	0.428	122.016
6672	Bad Bunny	La Corriente	1797zYiX4cKosMH836X9Gt	0.663	0.786	-3.51	0	0.195	0.0	0.219	0.579	196.12
6673	Bad Bunny	Efecto	5Eax0qFko2dh7Rl2lYs3bx	0.801	0.475	-8.797	0	0.0516	1.73e-05	0.0639	0.234	98.047
6674	Bad Bunny	Otro Atardecer	0E0DRHf5PfMeor0ZCwB3oT	0.777	0.595	-6.79	1	0.0375	0.00139	0.0669	0.546	108.02
6675	Bad Bunny	Aguacero	2uflssWlCaJ6CbTMOsUpNI	0.861	0.645	-6.96	0	0.0743	0.000592	0.349	0.668	121.391
6676	Bad Bunny	Dos Mil 16	4d4ZXH4dr5bYfgErHiZCX2	0.817	0.67	-6.534	1	0.0506	1.92e-06	0.128	0.495	130.058
6677	Bad Bunny	El Apagón	0UvZcEfpzVyx47QsRbjyBz	0.629	0.698	-4.485	1	0.308	0.00166	0.0909	0.599	117.765
6678	Bad Bunny	Andrea	44XjoNvtwevktFKjvVe1vH	0.797	0.616	-10.229	0	0.375	0.000293	0.0979	0.451	103.071
6679	Bad Bunny	Un Coco	6VrQTLzzuyGIYjUDe4kAZk	0.839	0.69	-4.464	1	0.0615	8.33e-06	0.176	0.744	151.991
6680	Bad Bunny	Me Fui de Vacaciones	28GCbKgjlVD9eDmasGbe0T	0.714	0.645	-5.493	1	0.0514	0.00083	0.0942	0.434	85.046
6681	Bad Bunny	Enséñame a Bailar	2NMjggapJcXXM7WccGEBUO	0.81	0.789	-5.08	1	0.0846	1.08e-05	0.467	0.77	105.009
6682	Bad Bunny	Agosto	0wihfILRNOwE2156Shezc8	0.849	0.584	-8.195	0	0.115	6.18e-06	0.492	0.724	115.018
6683	Bad Bunny	Un Verano Sin Ti	18HOjcvTVV7W8YzBuOsAPS	0.503	0.496	-9.123	0	0.0556	0.0	0.123	0.412	187.844
6684	Bad Bunny	Callaita	71wFwRo8xGc4lrcyKwsvba	0.608	0.626	-4.773	1	0.301	2.16e-06	0.25	0.246	176.086
6685	Bad Bunny	MIA	3wniKhDYKqQLXH5Z4YCDVZ	0.817	0.539	-6.349	0	0.0621	0.000496	0.099	0.158	97.061
6686	KAROL G	PROVENZA	7dSZ6zGTQx66c2GF91xCrb	0.87	0.516	-8.006	1	0.0541	0.00823	0.11	0.53	111.005
6687	Bad Bunny	Yonaguni	2JPLbjOn0wPCngEot2STUS	0.644	0.648	-4.601	1	0.118	0.0	0.135	0.44	179.951
6688	J Balvin	LA CANCIÓN	0fea68AdmYNygeTGI4RC18	0.754	0.646	-5.795	1	0.317	1.85e-05	0.108	0.429	176.089
6689	Bad Bunny	La Santa	69vlMrzHwATKzupwNcUPyK	0.744	0.868	-4.524	1	0.047	0.0	0.0822	0.586	93.037
6690	Bad Bunny	A Tu Merced	4r9jkMEnArtWGH2rL2FZl0	0.86	0.791	-4.784	1	0.0568	0.000106	0.106	0.887	92.023
6691	Bad Bunny	DÁKITI	47EiUVwUp4C9fGccaPuUCS	0.731	0.573	-10.059	0	0.0544	5.22e-05	0.113	0.145	109.928
6692	Bad Bunny	Si Veo a Tu Mamá	41wtwzCZkXwpnakmwJ239F	0.9	0.603	-5.313	1	0.0646	4.81e-06	0.134	0.824	129.928
6693	Bad Bunny	TE MUDASTE	5RubKOuDoPn5Kj5TLVxSxY	0.811	0.637	-4.835	0	0.0591	0.000572	0.118	0.471	92.025
6694	Bad Bunny	Safaera	2DEZmgHKAvm41k4J3R2E9Y	0.607	0.829	-4.074	1	0.379	0.0	0.107	0.685	96.172
6695	Bad Bunny	LA NOCHE DE ANOCHE	2XIc1pqjXV3Cr2BQUGNBck	0.856	0.618	-4.892	1	0.286	0.0	0.0866	0.391	81.993
6696	Sebastian Yatra	Dos Oruguitas	5rohUzwEoRsUvAA1Bf3DLo	0.423	0.355	-10.565	1	0.0454	0.0	0.0915	0.465	93.788
6697	KAROL G	SEJODIOTO	704LUEih663hiE3CnyUrFW	0.822	0.736	-3.969	1	0.15	0.000781	0.0748	0.679	175.93
6698	Bad Bunny	Si Estuviésemos Juntos	35wvL50xvKpCHEJPxLOLPI	0.672	0.594	-6.813	0	0.0789	5.14e-05	0.152	0.158	171.854
6699	Bad Bunny	La Difícil	6NfrH0ANGmgBXyxgV2PeXt	0.685	0.848	-4.561	0	0.0858	7.14e-06	0.0783	0.761	179.87
6700	Mora	Volando - Remix	0G2zPzWqVjR68iNPmx2TBe	0.659	0.688	-4.649	1	0.0673	0.0	0.113	0.632	153.979
6701	Bad Bunny	La Zona	5kqNIqFjijuzvVLhuY9B8j	0.762	0.801	-3.661	0	0.0409	7.04e-05	0.254	0.81	93.992
6702	Jhay Cortez	CÓMO SE SIENTE - Remix	2tFwfmceQa1Y6nRPhYbEtC	0.807	0.606	-8.871	0	0.088	0.0	0.119	0.304	92.988
6703	Bad Bunny	Una Vez	5J7teKIJGtqVypgYI6sqXj	0.55	0.598	-5.402	0	0.0831	2.58e-06	0.0955	0.543	83.836
6704	Bad Bunny	Yo Perreo Sola	0SqqAgdovOE24BzxIClpjw	0.86	0.758	-5.16	1	0.0695	6.54e-05	0.344	0.453	97.014
6705	Jay Wheeler	La Curiosidad	4HYDUMY0xSpeBr0AMY9cUz	0.845	0.677	-4.798	0	0.136	0.000917	0.108	0.68	90.013
6706	Blessd	Medallo	6lX6l7OuA3qrnIRfdsr0dw	0.787	0.7	-4.598	0	0.0768	0.00051	0.663	0.791	90.02
6707	Jhay Cortez	No Me Conoce - Remix	4R8BJggjosTswLxtkw8V7P	0.806	0.786	-3.831	0	0.0741	0.0	0.0935	0.58	91.973
6708	Bad Bunny	MIA (feat. Drake)	116H0KvKr2Zl4RPuVBruDO	0.817	0.539	-6.349	0	0.0621	0.000496	0.099	0.158	97.062
6709	Bad Bunny	Vete	5DxXgozhkPLgrbKFY91w0c	0.886	0.672	-4.394	1	0.188	8.78e-06	0.101	0.526	91.976
6710	KAROL G	EL MAKINON	2FSGUA0gFgGeQdprjtGM2M	0.635	0.706	-3.224	0	0.125	0.0	0.108	0.443	88.863
6711	J Balvin	QUE PRETENDES	4q795JKoTJ4kxTdYNUGWZt	0.639	0.791	-4.443	0	0.254	0.0	0.362	0.933	92.603
6712	J Balvin	Bonita	2ff3LDBdIzCJhIe8gozvpb	0.774	0.873	-1.587	0	0.0418	0.00506	0.293	0.845	96.033
6713	J Balvin	COMO UN BEBÉ	7HkvHK9OxfF9X7lZu1t4AU	0.825	0.807	-5.753	1	0.095	4.79e-06	0.138	0.816	103.053
